Timestamp,DL_bitrate
2017.11.24_14.35.47,1051
2017.11.24_14.35.48,581
2017.11.24_14.35.49,590
2017.11.24_14.35.50,575
2017.11.24_14.35.51,536
2017.11.24_14.35.52,436
2017.11.24_14.35.53,335
2017.11.24_14.35.55,391
2017.11.24_14.35.56,300
2017.11.24_14.35.57,324
2017.11.24_14.35.58,300
2017.11.24_14.35.59,300
2017.11.24_14.36.00,300
2017.11.24_14.36.01,300
2017.11.24_14.36.02,300
2017.11.24_14.36.03,300
2017.11.24_14.36.04,300
2017.11.24_14.36.06,300
2017.11.24_14.36.07,300
2017.11.24_14.36.08,300
2017.11.24_14.36.09,300
2017.11.24_14.36.10,300
2017.11.24_14.36.11,300
2017.11.24_14.36.12,300
2017.11.24_14.36.13,300
2017.11.24_14.36.15,300
2017.11.24_14.36.16,300
2017.11.24_14.36.17,300
2017.11.24_14.36.18,300
2017.11.24_14.36.16,300
2017.11.24_14.36.18,300
2017.11.24_14.36.19,300
2017.11.24_14.36.20,1196
2017.11.24_14.36.21,827
2017.11.24_14.36.22,1621
2017.11.24_14.36.23,1297
2017.11.24_14.36.24,1522
2017.11.24_14.36.25,1565
2017.11.24_14.36.26,2348
2017.11.24_14.36.27,2952
2017.11.24_14.36.28,2069
2017.11.24_14.36.30,1297
2017.11.24_14.36.31,671
2017.11.24_14.36.32,300
2017.11.24_14.36.33,300
2017.11.24_14.36.34,1129
2017.11.24_14.36.35,1219
2017.11.24_14.36.36,928
2017.11.24_14.36.37,794
2017.11.24_14.36.38,1263
2017.11.24_14.36.39,1465
2017.11.24_14.36.40,1554
2017.11.24_14.36.42,1533
2017.11.24_14.36.43,732
2017.11.24_14.36.44,604
2017.11.24_14.36.45,667
2017.11.24_14.36.46,469
2017.11.24_14.36.47,807
2017.11.24_14.36.48,570
2017.11.24_14.36.49,560
2017.11.24_14.36.50,582
2017.11.24_14.36.51,447
2017.11.24_14.36.52,413
2017.11.24_14.36.54,525
2017.11.24_14.36.55,678
2017.11.24_14.36.56,873
2017.11.24_14.36.57,810
2017.11.24_14.36.58,626
2017.11.24_14.36.59,525
2017.11.24_14.37.00,300
2017.11.24_14.37.01,559
2017.11.24_14.37.02,570
2017.11.24_14.37.03,402
2017.11.24_14.37.05,872
2017.11.24_14.37.06,570
2017.11.24_14.37.07,447
2017.11.24_14.37.08,380
2017.11.24_14.37.09,300
2017.11.24_14.37.10,300
2017.11.24_14.37.11,402
2017.11.24_14.37.12,380
2017.11.24_14.37.13,300
2017.11.24_14.37.14,300
2017.11.24_14.37.15,300
2017.11.24_14.37.17,300
2017.11.24_14.37.18,300
2017.11.24_14.37.19,300
2017.11.24_14.37.20,380
2017.11.24_14.37.21,313
2017.11.24_14.37.22,436
2017.11.24_14.37.23,369
2017.11.24_14.37.24,301
2017.11.24_14.37.25,300
2017.11.24_14.37.26,300
2017.11.24_14.37.28,637
2017.11.24_14.37.29,782
2017.11.24_14.37.30,570
2017.11.24_14.37.31,300
2017.11.24_14.37.32,413
2017.11.24_14.37.33,402
2017.11.24_14.37.34,648
2017.11.24_14.37.35,300
2017.11.24_14.37.36,300
2017.11.24_14.37.37,827
2017.11.24_14.37.39,838
2017.11.24_14.37.40,851
2017.11.24_14.37.41,548
2017.11.24_14.37.42,335
2017.11.24_14.37.43,300
2017.11.24_14.37.44,300
2017.11.24_14.37.45,458
2017.11.24_14.37.46,424
2017.11.24_14.37.47,436
2017.11.24_14.37.48,300
2017.11.24_14.37.49,300
2017.11.24_14.37.51,300
2017.11.24_14.37.52,313
2017.11.24_14.37.53,300
2017.11.24_14.37.54,300
2017.11.24_14.37.55,300
2017.11.24_14.37.56,626
2017.11.24_14.37.57,548
2017.11.24_14.37.58,300
2017.11.24_14.37.59,300
2017.11.24_14.38.00,504
2017.11.24_14.38.02,592
2017.11.24_14.38.03,302
2017.11.24_14.38.04,300
2017.11.24_14.38.05,300
2017.11.24_14.38.06,660
2017.11.24_14.38.07,740
2017.11.24_14.38.08,592
2017.11.24_14.38.09,480
2017.11.24_14.38.10,300
2017.11.24_14.38.12,300
2017.11.24_14.38.13,581
2017.11.24_14.38.14,300
2017.11.24_14.38.15,300
2017.11.24_14.38.16,369
2017.11.24_14.38.17,300
2017.11.24_14.38.18,300
2017.11.24_14.38.19,300
2017.11.24_14.38.21,300
2017.11.24_14.38.22,300
2017.11.24_14.38.23,300
2017.11.24_14.38.24,300
2017.11.24_14.38.25,300
2017.11.24_14.38.26,300
2017.11.24_14.38.27,300
2017.11.24_14.38.28,300
2017.11.24_14.38.29,300
2017.11.24_14.38.31,300
2017.11.24_14.38.32,300
2017.11.24_14.38.33,300
2017.11.24_14.38.34,3747
2017.11.24_14.38.35,4082
2017.11.24_14.38.36,2685
2017.11.24_14.38.37,5457
2017.11.24_14.38.38,3880
2017.11.24_14.38.39,1744
2017.11.24_14.38.40,782
2017.11.24_14.38.42,300
2017.11.24_14.38.43,300
2017.11.24_14.38.44,827
2017.11.24_14.38.45,984
2017.11.24_14.38.46,1556
2017.11.24_14.38.47,806
2017.11.24_14.38.48,649
2017.11.24_14.38.49,459
2017.11.24_14.38.50,358
2017.11.24_14.38.51,380
2017.11.24_14.38.53,985
2017.11.24_14.38.54,300
2017.11.24_14.38.55,514
2017.11.24_14.38.56,300
2017.11.24_14.38.57,1196
2017.11.24_14.38.58,503
2017.11.24_14.38.59,300
2017.11.24_14.39.00,469
2017.11.24_14.39.01,894
2017.11.24_14.39.02,503
2017.11.24_14.39.04,346
2017.11.24_14.39.05,648
2017.11.24_14.39.06,300
2017.11.24_14.39.07,300
2017.11.24_14.39.08,300
2017.11.24_14.39.09,300
2017.11.24_14.39.10,300
2017.11.24_14.39.11,300
2017.11.24_14.39.12,300
2017.11.24_14.39.13,300
2017.11.24_14.39.14,300
2017.11.24_14.39.16,300
2017.11.24_14.39.17,300
2017.11.24_14.39.18,300
2017.11.24_14.39.19,300
2017.11.24_14.39.20,300
2017.11.24_14.39.21,300
2017.11.24_14.39.22,300
2017.11.24_14.39.23,300
2017.11.24_14.39.25,300
2017.11.24_14.39.26,300
2017.11.24_14.39.27,300
2017.11.24_14.39.28,984
2017.11.24_14.39.29,4217
2017.11.24_14.39.30,3109
2017.11.24_14.39.31,3453
2017.11.24_14.39.32,559
2017.11.24_14.39.33,300
2017.11.24_14.39.35,300
2017.11.24_14.39.36,626
2017.11.24_14.39.37,3808
2017.11.24_14.39.38,7672
2017.11.24_14.39.39,4831
2017.11.24_14.39.40,5927
2017.11.24_14.39.41,9809
2017.11.24_14.39.42,6453
2017.11.24_14.39.43,8443
2017.11.24_14.39.44,4428
2017.11.24_14.39.46,3097
2017.11.24_14.39.47,3086
2017.11.24_14.39.48,4977
2017.11.24_14.39.49,4764
2017.11.24_14.39.50,6766
2017.11.24_14.39.51,7761
2017.11.24_14.39.52,7291
2017.11.24_14.39.53,8566
2017.11.24_14.39.54,6878
2017.11.24_14.39.56,5748
2017.11.24_14.39.57,6598
2017.11.24_14.39.58,9696
2017.11.24_14.39.59,7817
2017.11.24_14.40.00,6486
2017.11.24_14.40.01,3746
2017.11.24_14.40.02,5357
2017.11.24_14.40.03,5569
2017.11.24_14.40.04,6061
2017.11.24_14.40.06,5167
2017.11.24_14.40.07,6128
2017.11.24_14.40.08,7101
2017.11.24_14.40.09,5055
2017.11.24_14.40.10,6900
2017.11.24_14.40.11,5032
2017.11.24_14.40.12,4406
2017.11.24_14.40.13,4216
2017.11.24_14.40.15,5524
2017.11.24_14.40.16,3668
2017.11.24_14.40.17,7470
2017.11.24_14.40.18,5715
2017.11.24_14.40.18,5715
2017.11.24_14.40.19,5614
2017.11.24_14.40.20,7940
2017.11.24_14.40.21,9841
2017.11.24_14.40.22,6240
2017.11.24_14.40.23,3053
2017.11.24_14.40.25,8678
2017.11.24_14.40.26,10926
2017.11.24_14.40.27,14684
2017.11.24_14.40.28,11049
2017.11.24_14.40.29,6878
2017.11.24_14.40.30,5647
2017.11.24_14.40.31,4149
2017.11.24_14.40.32,2449
2017.11.24_14.40.33,2506
2017.11.24_14.40.35,2143
2017.11.24_14.40.36,3064
2017.11.24_14.40.37,1767
2017.11.24_14.40.38,1801
2017.11.24_14.40.39,917
2017.11.24_14.40.40,559
2017.11.24_14.40.41,480
2017.11.24_14.40.42,300
2017.11.24_14.40.43,300
2017.11.24_14.40.44,643
2017.11.24_14.40.45,704
2017.11.24_14.40.47,300
2017.11.24_14.40.48,300
2017.11.24_14.40.49,300
2017.11.24_14.40.50,300
2017.11.24_14.40.51,300
2017.11.24_14.40.52,300
2017.11.24_14.40.54,300
2017.11.24_14.40.55,300
2017.11.24_14.40.56,300
2017.11.24_14.40.57,300
2017.11.24_14.40.58,300
2017.11.24_14.41.00,300
2017.11.24_14.41.01,300
2017.11.24_14.41.02,300
2017.11.24_14.41.04,300
2017.11.24_14.41.05,300
2017.11.24_14.41.06,300
2017.11.24_14.41.07,300
2017.11.24_14.41.08,300
2017.11.24_14.41.09,300
2017.11.24_14.41.10,300
2017.11.24_14.41.11,300
2017.11.24_14.41.13,300
2017.11.24_14.41.14,300
2017.11.24_14.41.15,300
2017.11.24_14.41.16,300
2017.11.24_14.41.17,300
2017.11.24_14.41.18,300
2017.11.24_14.41.19,300
2017.11.24_14.41.21,300
2017.11.24_14.41.22,300
2017.11.24_14.41.23,300
2017.11.24_14.41.24,300
2017.11.24_14.41.25,300
2017.11.24_14.41.26,300
2017.11.24_14.41.28,300
2017.11.24_14.41.29,300
2017.11.24_14.41.30,300
2017.11.24_14.41.31,300
2017.11.24_14.41.32,300
2017.11.24_14.41.33,300
2017.11.24_14.41.35,300
2017.11.24_14.41.36,300
2017.11.24_14.41.37,300
2017.11.24_14.41.38,300
2017.11.24_14.41.39,300
2017.11.24_14.41.40,300
2017.11.24_14.41.41,300
2017.11.24_14.41.43,300
2017.11.24_14.41.44,300
2017.11.24_14.41.45,300
2017.11.24_14.41.46,300
2017.11.24_14.41.47,300
2017.11.24_14.41.48,300
2017.11.24_14.41.49,300
2017.11.24_14.41.51,300
2017.11.24_14.41.52,300
2017.11.24_14.41.53,300
2017.11.24_14.41.54,300
2017.11.24_14.41.55,300
2017.11.24_14.41.56,300
2017.11.24_14.41.58,300
2017.11.24_14.41.59,300
2017.11.24_14.42.00,300
2017.11.24_14.42.01,300
2017.11.24_14.42.02,300
2017.11.24_14.42.03,300
2017.11.24_14.42.04,300
2017.11.24_14.42.06,300
2017.11.24_14.42.07,300
2017.11.24_14.42.08,300
2017.11.24_14.42.09,300
2017.11.24_14.42.10,300
2017.11.24_14.42.11,300
2017.11.24_14.42.12,300
2017.11.24_14.42.13,300
2017.11.24_14.42.13,300
2017.11.24_14.42.15,300
2017.11.24_14.42.16,300
2017.11.24_14.42.17,300
2017.11.24_14.42.17,300
2017.11.24_14.42.18,300
2017.11.24_14.42.19,300
2017.11.24_14.42.21,300
2017.11.24_14.42.21,300
2017.11.24_14.42.22,300
2017.11.24_14.42.24,300
2017.11.24_14.42.25,300
2017.11.24_14.42.25,300
2017.11.24_14.42.27,300
2017.11.24_14.42.28,300
2017.11.24_14.42.29,300
2017.11.24_14.42.29,300
2017.11.24_14.42.30,300
2017.11.24_14.42.31,300
2017.11.24_14.42.32,300
2017.11.24_14.42.33,300
2017.11.24_14.42.33,300
2017.11.24_14.42.35,300
2017.11.24_14.42.36,300
2017.11.24_14.42.37,300
2017.11.24_14.42.38,300
2017.11.24_14.42.38,300
2017.11.24_14.42.39,300
2017.11.24_14.42.40,300
2017.11.24_14.42.42,300
2017.11.24_14.42.42,300
2017.11.24_14.42.43,300
2017.11.24_14.42.44,300
2017.11.24_14.42.45,300
2017.11.24_14.42.46,300
2017.11.24_14.42.48,300
2017.11.24_14.42.49,300
2017.11.24_14.42.50,300
2017.11.24_14.42.51,300
2017.11.24_14.42.51,300
2017.11.24_14.42.52,300
2017.11.24_14.42.53,300
2017.11.24_14.42.54,300
2017.11.24_14.42.55,300
2017.11.24_14.42.56,300
2017.11.24_14.42.57,300
2017.11.24_14.42.58,300
2017.11.24_14.42.59,300
2017.11.24_14.42.59,300
2017.11.24_14.43.00,300
2017.11.24_14.43.03,300
2017.11.24_14.43.03,300
2017.11.24_14.43.04,300
2017.11.24_14.43.06,300
2017.11.24_14.43.07,300
2017.11.24_14.43.07,300
2017.11.24_14.43.08,300
2017.11.24_14.43.09,300
2017.11.24_14.43.11,300
2017.11.24_14.43.11,300
2017.11.24_14.43.12,300
2017.11.24_14.43.13,300
2017.11.24_14.43.15,300
2017.11.24_14.43.15,300
2017.11.24_14.43.16,300
2017.11.24_14.43.18,300
2017.11.24_14.43.19,300
2017.11.24_14.43.20,300
2017.11.24_14.43.21,300
2017.11.24_14.43.22,300
2017.11.24_14.43.23,300
2017.11.24_14.43.24,300
2017.11.24_14.43.25,300
2017.11.24_14.43.26,300
2017.11.24_14.43.27,300
2017.11.24_14.43.28,300
2017.11.24_14.43.29,300
2017.11.24_14.43.30,300
2017.11.24_14.43.31,300
2017.11.24_14.43.32,300
2017.11.24_14.43.33,300
2017.11.24_14.43.34,300
2017.11.24_14.43.35,300
2017.11.24_14.43.36,300
2017.11.24_14.43.37,300
2017.11.24_14.43.38,300
2017.11.24_14.43.39,300
2017.11.24_14.43.40,300
2017.11.24_14.43.41,300
2017.11.24_14.43.42,300
2017.11.24_14.43.43,300
2017.11.24_14.43.44,300
2017.11.24_14.43.45,300
2017.11.24_14.43.46,300
2017.11.24_14.43.47,300
2017.11.24_14.43.47,300
2017.11.24_14.43.48,300
2017.11.24_14.43.50,300
2017.11.24_14.43.51,300
2017.11.24_14.43.51,300
2017.11.24_14.43.52,300
2017.11.24_14.43.53,300
2017.11.24_14.43.54,300
2017.11.24_14.43.55,300
2017.11.24_14.43.55,300
2017.11.24_14.43.56,300
2017.11.24_14.43.57,300
2017.11.24_14.43.59,300
2017.11.24_14.43.59,300
2017.11.24_14.44.00,300
2017.11.24_14.44.01,300
2017.11.24_14.44.03,300
2017.11.24_14.44.03,300
2017.11.24_14.44.04,300
2017.11.24_14.44.05,300
2017.11.24_14.44.06,300
2017.11.24_14.44.07,300
2017.11.24_14.44.07,300
2017.11.24_14.44.08,300
2017.11.24_14.44.09,300
2017.11.24_14.44.10,300
2017.11.24_14.44.10,300
2017.11.24_14.44.11,300
2017.11.24_14.44.13,300
2017.11.24_14.44.14,300
2017.11.24_14.44.15,300
2017.11.24_14.44.16,300
2017.11.24_14.44.18,300
2017.11.24_14.44.19,300
2017.11.24_14.44.20,300
2017.11.24_14.44.21,300
2017.11.24_14.44.22,300
2017.11.24_14.44.23,300
2017.11.24_14.44.24,300
2017.11.24_14.44.26,300
2017.11.24_14.44.27,300
2017.11.24_14.44.28,300
2017.11.24_14.44.29,300
2017.11.24_14.44.30,300
2017.11.24_14.44.31,300
2017.11.24_14.44.32,300
2017.11.24_14.44.34,300
2017.11.24_14.44.35,300
2017.11.24_14.44.36,300
2017.11.24_14.44.37,300
2017.11.24_14.44.38,300
2017.11.24_14.44.39,300
2017.11.24_14.44.40,300
2017.11.24_14.44.41,300
2017.11.24_14.44.43,300
2017.11.24_14.44.44,300
2017.11.24_14.44.45,300
2017.11.24_14.44.46,300
2017.11.24_14.44.47,300
2017.11.24_14.44.48,300
2017.11.24_14.44.49,300
2017.11.24_14.44.51,300
2017.11.24_14.44.52,300
2017.11.24_14.44.53,300
2017.11.24_14.44.54,300
2017.11.24_14.44.55,300
2017.11.24_14.44.56,300
2017.11.24_14.44.57,300
2017.11.24_14.44.58,300
2017.11.24_14.45.00,300
2017.11.24_14.45.01,300
2017.11.24_14.45.02,300
2017.11.24_14.45.03,300
2017.11.24_14.45.04,300
2017.11.24_14.45.05,300
2017.11.24_14.45.07,300
2017.11.24_14.45.08,300
2017.11.24_14.45.08,300
2017.11.24_14.45.10,300
2017.11.24_14.45.11,300
2017.11.24_14.45.12,300
2017.11.24_14.45.13,300
2017.11.24_14.45.14,300
2017.11.24_14.45.15,300
2017.11.24_14.45.16,300
2017.11.24_14.45.17,300
2017.11.24_14.45.18,300
2017.11.24_14.45.19,300
2017.11.24_14.45.20,300
2017.11.24_14.45.22,300
2017.11.24_14.45.23,300
2017.11.24_14.45.24,300
2017.11.24_14.45.25,300
2017.11.24_14.45.26,300
2017.11.24_14.45.28,300
2017.11.24_14.45.29,300
2017.11.24_14.45.30,300
2017.11.24_14.45.31,300
2017.11.24_14.45.32,300
2017.11.24_14.45.33,300
2017.11.24_14.45.34,300
2017.11.24_14.45.35,300
2017.11.24_14.45.36,300
2017.11.24_14.45.37,300
2017.11.24_14.45.39,300
2017.11.24_14.45.40,300
2017.11.24_14.45.41,300
2017.11.24_14.45.42,300
2017.11.24_14.45.43,300
2017.11.24_14.45.44,300
2017.11.24_14.45.45,300
2017.11.24_14.45.46,300
2017.11.24_14.45.47,300
2017.11.24_14.45.49,300
2017.11.24_14.45.50,300
2017.11.24_14.45.51,300
2017.11.24_14.45.52,300
2017.11.24_14.45.53,300
2017.11.24_14.45.54,300
2017.11.24_14.45.55,300
2017.11.24_14.45.56,300
2017.11.24_14.45.57,300
2017.11.24_14.45.59,300
2017.11.24_14.46.00,300
2017.11.24_14.46.01,300
2017.11.24_14.46.02,300
2017.11.24_14.46.03,300
2017.11.24_14.46.04,300
2017.11.24_14.46.05,300
2017.11.24_14.46.06,300
2017.11.24_14.46.08,300
2017.11.24_14.46.09,300
2017.11.24_14.46.10,300
2017.11.24_14.46.11,300
2017.11.24_14.46.12,300
2017.11.24_14.46.13,300
2017.11.24_14.46.14,300
2017.11.24_14.46.15,300
2017.11.24_14.46.16,300
2017.11.24_14.46.18,300
2017.11.24_14.46.19,300
2017.11.24_14.46.20,300
2017.11.24_14.46.21,300
2017.11.24_14.46.22,300
2017.11.24_14.46.24,300
2017.11.24_14.46.25,300
2017.11.24_14.46.26,300
2017.11.24_14.46.27,300
2017.11.24_14.46.28,300
2017.11.24_14.46.30,300
2017.11.24_14.46.31,300
2017.11.24_14.46.32,300
2017.11.24_14.46.33,300
2017.11.24_14.46.34,300
2017.11.24_14.46.35,300
2017.11.24_14.46.36,300
2017.11.24_14.46.37,300
2017.11.24_14.46.39,300
2017.11.24_14.46.40,300
2017.11.24_14.46.41,300
2017.11.24_14.46.42,300
2017.11.24_14.46.43,300
2017.11.24_14.46.44,300
2017.11.24_14.46.45,300
2017.11.24_14.46.46,300
2017.11.24_14.46.47,300
2017.11.24_14.46.48,300
2017.11.24_14.46.50,300
2017.11.24_14.46.51,300
2017.11.24_14.46.52,300
2017.11.24_14.46.53,300
2017.11.24_14.46.54,300
2017.11.24_14.46.55,300
2017.11.24_14.46.56,300
2017.11.24_14.46.57,300
2017.11.24_14.46.59,300
2017.11.24_14.47.00,300
2017.11.24_14.47.01,300
2017.11.24_14.47.02,300
2017.11.24_14.47.03,300
2017.11.24_14.47.05,300
2017.11.24_14.47.06,300
2017.11.24_14.47.07,300
2017.11.24_14.47.08,300
2017.11.24_14.47.09,300
2017.11.24_14.47.10,300
2017.11.24_14.47.11,300
2017.11.24_14.47.12,300
2017.11.24_14.47.13,300
2017.11.24_14.47.15,300
2017.11.24_14.47.16,300
2017.11.24_14.47.17,300
2017.11.24_14.47.18,300
2017.11.24_14.47.19,300
2017.11.24_14.47.20,300
2017.11.24_14.47.21,300
2017.11.24_14.47.22,300
2017.11.24_14.47.23,300
2017.11.24_14.47.24,300
2017.11.24_14.47.26,300
2017.11.24_14.47.27,300
2017.11.24_14.47.28,300
2017.11.24_14.47.29,300
2017.11.24_14.47.30,300
2017.11.24_14.47.31,300
2017.11.24_14.47.32,300
2017.11.24_14.47.33,300
2017.11.24_14.47.34,300
2017.11.24_14.47.36,300
2017.11.24_14.47.37,300
2017.11.24_14.47.38,300
2017.11.24_14.47.39,300
2017.11.24_14.47.40,300
2017.11.24_14.47.41,300
2017.11.24_14.47.42,300
2017.11.24_14.47.43,300
2017.11.24_14.47.44,300
2017.11.24_14.47.46,300
2017.11.24_14.47.47,300
2017.11.24_14.47.48,300
2017.11.24_14.47.49,300
2017.11.24_14.47.50,300
2017.11.24_14.47.51,300
2017.11.24_14.47.52,300
2017.11.24_14.47.53,300
2017.11.24_14.47.54,300
2017.11.24_14.47.56,300
2017.11.24_14.47.57,300
2017.11.24_14.47.58,300
2017.11.24_14.47.59,300
2017.11.24_14.48.00,300
2017.11.24_14.48.01,300
2017.11.24_14.48.03,300
2017.11.24_14.48.04,300
2017.11.24_14.48.05,300
2017.11.24_14.48.06,300
2017.11.24_14.48.07,300
2017.11.24_14.48.08,300
2017.11.24_14.48.09,300
2017.11.24_14.48.10,300
2017.11.24_14.48.11,300
2017.11.24_14.48.13,300
2017.11.24_14.48.14,300
2017.11.24_14.48.15,300
2017.11.24_14.48.16,300
2017.11.24_14.48.17,300
2017.11.24_14.48.18,300
2017.11.24_14.48.19,300
2017.11.24_14.48.20,300
2017.11.24_14.48.21,300
2017.11.24_14.48.22,300
2017.11.24_14.48.24,300
2017.11.24_14.48.25,300
2017.11.24_14.48.26,300
2017.11.24_14.48.27,300
2017.11.24_14.48.28,300
2017.11.24_14.48.29,300
2017.11.24_14.48.31,300
2017.11.24_14.48.32,300
2017.11.24_14.48.33,300
2017.11.24_14.48.33,300
2017.11.24_14.48.34,300
2017.11.24_14.48.35,300
2017.11.24_14.48.36,300
2017.11.24_14.48.37,300
2017.11.24_14.48.37,300
2017.11.24_14.48.38,300
2017.11.24_14.48.39,300
2017.11.24_14.48.40,300
2017.11.24_14.48.41,300
2017.11.24_14.48.42,300
2017.11.24_14.48.43,300
2017.11.24_14.48.43,300
2017.11.24_14.48.44,300
2017.11.24_14.48.45,300
2017.11.24_14.48.46,300
2017.11.24_14.48.47,300
2017.11.24_14.48.47,300
2017.11.24_14.48.48,300
2017.11.24_14.48.49,300
2017.11.24_14.48.50,300
2017.11.24_14.48.51,300
2017.11.24_14.48.51,300
2017.11.24_14.48.53,300
2017.11.24_14.48.54,300
2017.11.24_14.48.54,300
2017.11.24_14.48.55,300
2017.11.24_14.48.56,300
2017.11.24_14.48.57,300
2017.11.24_14.48.58,300
2017.11.24_14.48.58,300
2017.11.24_14.48.59,300
2017.11.24_14.49.00,300
2017.11.24_14.49.01,300
2017.11.24_14.49.03,300
2017.11.24_14.49.03,300
2017.11.24_14.49.04,300
2017.11.24_14.49.06,300
2017.11.24_14.49.07,300
2017.11.24_14.49.07,300
2017.11.24_14.49.08,300
2017.11.24_14.49.10,300
2017.11.24_14.49.11,300
2017.11.24_14.49.11,300
2017.11.24_14.49.12,300
2017.11.24_14.49.13,300
2017.11.24_14.49.14,300
2017.11.24_14.49.14,300
2017.11.24_14.49.16,300
2017.11.24_14.49.17,300
2017.11.24_14.49.18,300
2017.11.24_14.49.18,300
2017.11.24_14.49.19,300
2017.11.24_14.49.20,300
2017.11.24_14.49.21,300
2017.11.24_14.49.23,300
2017.11.24_14.49.24,300
2017.11.24_14.49.25,300
2017.11.24_14.49.26,300
2017.11.24_14.49.27,300
2017.11.24_14.49.28,300
2017.11.24_14.49.29,300
2017.11.24_14.49.31,300
2017.11.24_14.49.32,300
2017.11.24_14.49.33,300
2017.11.24_14.49.34,300
2017.11.24_14.49.35,300
2017.11.24_14.49.36,300
2017.11.24_14.49.37,300
2017.11.24_14.49.39,300
2017.11.24_14.49.40,300
2017.11.24_14.49.41,300
2017.11.24_14.49.42,300
2017.11.24_14.49.43,300
2017.11.24_14.49.44,300
2017.11.24_14.49.45,300
2017.11.24_14.49.46,300
2017.11.24_14.49.47,300
2017.11.24_14.49.49,300
2017.11.24_14.49.50,300
2017.11.24_14.49.51,300
2017.11.24_14.49.52,300
2017.11.24_14.49.53,300
2017.11.24_14.49.54,300
